biomass_mu,biomass_sd,biomass_n,biomass_etot,biomass_percent,site_code,collection_period,lowest_taxon,order,family,genus,species,guild,transient,transient_type,is_diadromous
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Dolichopodidae,Diptera,Dolichopodidae,Dolichopodidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Dreissenidae,Veneroida,Dreissenidae,Dreissenidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Dryopidae,Coleoptera,Dryopidae,Dryopidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater
5.245694040030414e-4,NA,1,4.5597516275075884,0.011504341614540461,GC,2018-Q1,E. gracile,Perciformes,Pecidae,Pecidae,gracile,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Elateridae,Coleoptera,Elateridae,Elateridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.29855259333333334,NA,NA,4.5597516275075884,6.54756262451351,GC,2018-Q1,Elmidae,Coleoptera,Elmidae,Elmidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Ephemerellidae,Ephemeroptera,Ephemerellidae,Ephemerellidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.002805049,NA,NA,4.5597516275075884,0.061517583174443016,GC,2018-Q1,Ephemeroptera,Ephemeroptera,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0.00248387088256402,NA,1,4.5597516275075884,0.054473819748856185,GC,2018-Q1,F. chrysotus,Cyprinodontiformes,Fundulidae,Fundulidae,chrysotus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,F. grandis,Cyprinodontiformes,Fundulidae,Fundulidae,grandis,Fish,Transient,Euryhaline,Euryhaline
0,NA,1,4.5597516275075884,0,GC,2018-Q1,F. notatus,Cyprinodontiformes,Fundulidae,Fundulidae,notatus,Fish,Resident,Freshwater,Freshwater
0.03395359606115152,NA,1,4.5597516275075884,0.7446369634766913,GC,2018-Q1,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,G. dormitor,Gobiiformes,Eleotridae,Eleotridae,dormitor,Fish,Transient,Euryhaline,Euryhaline
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Gerridae,Hemiptera,Gerridae,Gerridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Glossostomatidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Gyrinidae,Coleoptera,Gyrinidae,Gyrinidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,H. cyanoguttatus,Cichliformes,Cichlidae,Cichlidae,cyanoguttatus,Fish,Resident,Freshwater,Freshwater
0.04108043433333333,NA,NA,4.5597516275075884,0.9009357896931848,GC,2018-Q1,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hebridae,Hemiptera,Hebridae,Hebridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Helophoridae,Coleoptera,Helophoridae,Helophoridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.028779261999999996,NA,NA,4.5597516275075884,0.6311585443905212,GC,2018-Q1,Heptageniidae,Ephemeroptera,Heptageniidae,Heptageniidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hirudinea,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0.17993567033333333,NA,NA,4.5597516275075884,3.946172621505005,GC,2018-Q1,Hyalellidae,Amphipoda,Hyalellidae,Hyalellidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydracarina,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
7.179773333333333e-4,NA,NA,4.5597516275075884,0.015745974605327086,GC,2018-Q1,Hydraenidae,Coleoptera,Hydraenidae,Hydraenidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydrobiidae,Neotaenioglossa,Hydrobiidae,Hydrobiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.007601899,NA,NA,4.5597516275075884,0.16671739210837858,GC,2018-Q1,Hydrobiidae.Cochliopidae,Neotaenioglossa,Hydrobiidae,Hydrobiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydrochidae,Coleoptera,Hydrochidae,Hydrochidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydrometridae,Hemiptera,Hydrometridae,Hydrometridae,NA,Invertebrate,Transient,Euryhaline,Euryhaline
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydrophilidae,Coleoptera,Hydrophilidae,Hydrophilidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Hydropsychidae,Trichoptera,Hydropsychidae,Hydropsychidae,NA,Invertebrate,Resident,Freshwater,Freshwater
4.6396999999999996e-4,NA,NA,4.5597516275075884,0.010175334928354665,GC,2018-Q1,Hydroptilidae,Trichoptera,Hydroptilidae,Hydroptilidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,I. bubalus,Cypriniformes,Catostomidae,Catostomidae,bubalus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,I. punctatus,Siluriformes,Ictaluridae,Ictaluridae,punctatus,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Isonychiidae,Ephemeroptera,Isonychiidae,Isonychiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.01783054788908298,NA,1,4.5597516275075884,0.39104208618550035,GC,2018-Q1,L. auritus,Centrarchiformes,Centrarchidae,Centrarchidae,auritus,Fish,Resident,Freshwater,Freshwater
0.0111295970789118,NA,1,4.5597516275075884,0.24408340602962544,GC,2018-Q1,L. cyanellus,Centrarchiformes,Centrarchidae,Centrarchidae,cyanellus,Fish,Resident,Freshwater,Freshwater
0.00182932406506596,NA,1,4.5597516275075884,0.04011894099736062,GC,2018-Q1,L. gulosus,Centrarchiformes,Centrarchidae,Centrarchidae,gulosus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,L. humilis,Centrarchiformes,Centrarchidae,Centrarchidae,humilis,Fish,Resident,Freshwater,Freshwater
0.05743612221380574,NA,1,4.5597516275075884,1.2596326928710582,GC,2018-Q1,L. macrochirus,Centrarchiformes,Centrarchidae,Centrarchidae,macrochirus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,L. marginatus,Centrarchiformes,Centrarchidae,Centrarchidae,marginatus,Fish,Resident,Freshwater,Freshwater
0.02534412423004278,NA,1,4.5597516275075884,0.5558224723721665,GC,2018-Q1,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,L. microlophus,Centrarchiformes,Centrarchidae,Centrarchidae,microlophus,Fish,Resident,Freshwater,Freshwater
0.00199993124678024,NA,1,4.5597516275075884,0.043860530356856844,GC,2018-Q1,L. miniatus,Centrarchiformes,Centrarchidae,Centrarchidae,miniatus,Fish,Resident,Freshwater,Freshwater
0.7849907593155901,NA,1,4.5597516275075884,17.21564732999887,GC,2018-Q1,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,L. parva,Cyprinodontiformes,Fundulidae,Fundulidae,parva,Fish,Resident,Freshwater,Freshwater
0.008869157333333334,NA,NA,4.5597516275075884,0.19450965881186197,GC,2018-Q1,Leptoceridae,Trichoptera,Leptoceridae,Leptoceridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.003412944,NA,NA,4.5597516275075884,0.07484934002568805,GC,2018-Q1,Leptophlebiidae,Ephemeroptera,Leptophlebiidae,Leptophlebiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Libellulidae,Odonata,Libellulidae,Libellulidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Limoniidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
3.1600000000000002e-6,NA,NA,4.5597516275075884,6.930202033235068e-5,GC,2018-Q1,Lymnaeidae,Basommatophora,Lymnaeidae,Lymnaeidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,M. beryllina,Atheriniformes,Atherinopsidae,Atherinopsidae,beryllina,Fish,Transient,Euryhaline,Euryhaline
0,NA,1,4.5597516275075884,0,GC,2018-Q1,M. cephalus,Mugiliformes,Mugilidae,Mugilidae,cephalus,Fish,Transient,Catadromous,Diadromous
0.04541099086318714,NA,1,4.5597516275075884,0.9959093076306285,GC,2018-Q1,M. salmoides,Centrarchiformes,Centrarchidae,Centrarchidae,salmoides,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Macromiidae,NA,Macromiidae,Macromiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Macroveliidae,Hemiptera,Macroveliidae,Macroveliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Melyridae,Coleoptera,Melyridae,Melyridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Mesovelidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Mesoveliidae,Hemiptera,Mesoveliidae,Mesoveliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Mysidae,Mysida,Mysidae,Mysidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.00193417336653837,NA,1,4.5597516275075884,0.04241839302978901,GC,2018-Q1,N. gyrinus,Siluriformes,Ictaluridae,Ictaluridae,gyrinus,Fish,Resident,Freshwater,Freshwater
0.00992062255753153,NA,1,4.5597516275075884,0.21756936271886929,GC,2018-Q1,N. texanus,Cypriniformes,Leuciscidae,Leuciscidae,texanus,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Naucoridae,Hemiptera,Naucoridae,Naucoridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Nematoda,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0.353439415,NA,NA,4.5597516275075884,7.751286558412699,GC,2018-Q1,Nepidae,Hemiptera,Nepidae,Nepidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Noctuidae,Lepidoptera,Noctuidae,Noctuidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Noteridae,Coleoptera,Noteridae,Noteridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Notonectidae,Hemiptera,Notonectidae,Notonectidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,O. aureus,Cichliformes,Cichlidae,Cichlidae,aureus,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Ochteridae,Hemiptera,Ochteridae,Ochteridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.045368726666666664,NA,NA,4.5597516275075884,0.9949824107298081,GC,2018-Q1,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Ostracoda,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,P. annularis,Centrarchiformes,Centrarchidae,Centrarchidae,annularis,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline
0,NA,1,4.5597516275075884,0,GC,2018-Q1,P. nigromaculatus,Centrarchiformes,Centrarchidae,Centrarchidae,nigromaculatus,Fish,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,P. olivaris,Siluriformes,Ictaluridae,Ictaluridae,olivaris,Fish,Resident,Freshwater,Freshwater
2.0146515076666667,NA,NA,4.5597516275075884,44.18336067940389,GC,2018-Q1,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous
0,NA,1,4.5597516275075884,0,GC,2018-Q1,P. vigilax,Cypriniformes,Leuciscidae,Leuciscidae,vigilax,Fish,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Pelecoryhnchidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Philopotamidae,Trichoptera,Philopotamidae,Philopotamidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Phoridae,Diptera,Phoridae,Phoridae,NA,Invertebrate,Resident,Freshwater,Freshwater
1.3852e-5,NA,NA,4.5597516275075884,3.0378847646953216e-4,GC,2018-Q1,Physidae,Gastropoda,Physidae,Physidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Pisidiidae,Veneroida,Pisidiidae,Pisidiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Planorbidae,Gastropoda,Planorbidae,Planorbidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Pleidae,Hemiptera,Pleidae,Pleidae,NA,Invertebrate,Resident,Freshwater,Freshwater
5.174206666666666e-4,NA,NA,4.5597516275075884,0.011347562519529043,GC,2018-Q1,Polycentropodidae,Trichoptera,Polycentropodidae,Polycentropodidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Polymitarcyidae,Ephemeroptera,Polymitarcyidae,Polymitarcyidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Psychodidae,Diptera,Psychodidae,Psychodidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Psychomyiidae,Trichoptera,Psychomyiidae,Psychomyiidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Ptiliidae,Coleoptera,Ptiliidae,Ptiliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,R. crocro,Perciformes,Haemulidae,Haemulidae,crocro,Fish,Transient,Amphidromous,Diadromous
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Salpingidae,Coleoptera,Salpingidae,Salpingidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Sciomyzidae,Diptera,Sciomyzidae,Sciomyzidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.076549348,NA,NA,4.5597516275075884,1.6788052125076545,GC,2018-Q1,Scirtidae,Coleoptera,Scirtidae,Scirtidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Simuliidae,Diptera,Simuliidae,Simuliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Staphylinidae,Coleoptera,Staphylinidae,Staphylinidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Stratiomyidae,Diptera,Stratiomyidae,Stratiomyidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,1,4.5597516275075884,0,GC,2018-Q1,T. maculatus,Pleuronectiformes,Achiridae,Achiridae,maculatus,Fish,Transient,Amphidromous,Diadromous
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Tabanidae,Diptera,Tabanidae,Tabanidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Tanyderidae,Diptera,Tanyderidae,Tanyderidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater
0.019462524,NA,NA,4.5597516275075884,0.4268329854325516,GC,2018-Q1,Tipulidae,Diptera,Tipulidae,Tipulidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Trichoptera,Trichoptera,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Unionidae,Unionoida,Unionidae,Unionidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,4.5597516275075884,0,GC,2018-Q1,Veliidae,Hemiptera,Veliidae,Veliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
1.06e-5,NA,NA,4.5597516275075884,2.3246880238067e-4,GC,2018-Q1,Viviparidae,Architaenioglossa,Viviparidae,Viviparidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,A. melas,Siluriformes,Ictaluridae,Ictaluridae,melas,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,A. mexicanus,Characiformes,Characidae,Characidae,mexicanus,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,A. mitchilli,Clupeiformes,Engraulidae,Engraulidae,mitchilli,Fish,Transient,Amphidromous,Diadromous
0,0,3,3.036593327297654,0,GC,2018-Q2,A. monticola,Mugiliformes,Mugilidae,Mugilidae,monticola,Fish,Transient,Amphidromous,Diadromous
0,0,3,3.036593327297654,0,GC,2018-Q2,A. natalis,Siluriformes,Ictaluridae,Ictaluridae,natalis,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,A. rostrata,Anguilliformes,Anguillidae,Anguillidae,rostrata,Fish,Transient,Catadromous,Diadromous
0,0,3,3.036593327297654,0,GC,2018-Q2,A. sayanus,Percopsiformes,Aphredoderidae,Aphredoderidae,sayanus,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,A. xenica,Cyprinodontiformes,Fundulidae,Fundulidae,xenica,Fish,Transient,Euryhaline,Euryhaline
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Aeshnidae,Odonata,Aeshnidae,Aeshnidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Ameletidae,Ephemeroptera,Ameletidae,Ameletidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Ampullariidae,Architaenioglossa,Ampullariidae,Ampullariidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Anthicidae,Coleoptera,Anthicidae,Anthicidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Aphididae,Hemiptera,Aphididae,Aphididae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Asellidae,Isopoda,Asellidae,Asellidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,B. patronus,Clupeiformes,Clupeidae,Clupeidae,patronus,Fish,Transient,Euryhaline,Euryhaline
0.2609285883333333,NA,NA,3.036593327297654,8.59280648441458,GC,2018-Q2,Baetidae,Ephemeroptera,Baetidae,Baetidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.0023286016666666668,NA,NA,3.036593327297654,0.07668467310830035,GC,2018-Q2,Belostomatidae,Hemiptera,Belostomatidae,Belostomatidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline
0,0,3,3.036593327297654,0,GC,2018-Q2,C. carpio,Cyprinodontiformes,Cyprinidae,Cyprinidae,carpio,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,C. lutrensis,Cypriniformes,Leuciscidae,Leuciscidae,lutrensis,Fish,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,C. variegatus,Cyprinodontiformes,Cyprinodontidae,Cyprinodontidae,variegatus,Fish,Transient,Euryhaline,Euryhaline
0,0,3,3.036593327297654,0,GC,2018-Q2,C. venusta,Cypriniformes,Leuciscidae,Leuciscidae,venusta,Fish,Resident,Freshwater,Freshwater
0.06641672433333333,NA,NA,3.036593327297654,2.1872116933234307,GC,2018-Q2,Caenidae,Ephemeroptera,Caenidae,Caenidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Calopterygidae,Odonata,Calopterygidae,Calopterygidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Cambaridae,Decapoda,Cambaridae,Cambaridae,ninae,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Carabidae,Coleoptera,Carabidae,Carabidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.051022438999999996,NA,NA,3.036593327297654,1.6802526219540315,GC,2018-Q2,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Chaoboridae,Diptera,Chaoboridae,Chaoboridae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.141287184,NA,NA,3.036593327297654,4.65281876008518,GC,2018-Q2,Chironomidae,Diptera,Chironomidae,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Chrysomelidae,Coleoptera,Chrysomelidae,Chrysomelidae,NA,Invertebrate,Resident,Freshwater,Freshwater
5.946883333333333e-4,NA,NA,3.036593327297654,0.019584062442189527,GC,2018-Q2,Cladocera,Diplostraca,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0.07087403133333334,NA,NA,3.036593327297654,2.333998125340216,GC,2018-Q2,Coenagrionidae,Odonata,Coenagrionidae,Coenagrionidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Collembola,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Copepoda,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0.165141698,NA,NA,3.036593327297654,5.438387041012305,GC,2018-Q2,Corbiculidae,Bivalva,Corbiculidae,Corbiculidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Corduliidae,Odonata,Corduliidae,Corduliidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Corixidae,Hemiptera,Corixidae,Corixidae,NA,Invertebrate,Resident,Freshwater,Freshwater
1.2459166666666668e-4,NA,NA,3.036593327297654,0.004103007984198666,GC,2018-Q2,Corxidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Corydalidae,Megaloptera,Corydalidae,Corydalidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Crambidae,Lepidoptera,Crambidae,Crambidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0.001504371,NA,NA,3.036593327297654,0.04954140505007235,GC,2018-Q2,Culicidae,Diptera,Culicidae,Culicidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Curclionidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,D. cepedianum,Clupeiformes,Clupeidae,Clupeidae,cepedianum,Fish,Transient,Euryhaline,Euryhaline
0,0,3,3.036593327297654,0,GC,2018-Q2,D. maculatus,Gobiiformes,Eleotridae,Eleotridae,maculatus,Fish,Transient,Catadromous,Diadromous
0,0,3,3.036593327297654,0,GC,2018-Q2,D. petenense,Clupeiformes,Clupeidae,Clupeidae,petenense,Fish,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Dipseudopsidae,Trichoptera,Dipseudopsidae,Dipseudopsidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Diptera,Diptera,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Dolichopodidae,Diptera,Dolichopodidae,Dolichopodidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Dreissenidae,Veneroida,Dreissenidae,Dreissenidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Dryopidae,Coleoptera,Dryopidae,Dryopidae,NA,Invertebrate,Resident,Freshwater,Freshwater
7.179773333333333e-4,NA,NA,3.036593327297654,0.023644171475944085,GC,2018-Q2,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater
0,0,3,3.036593327297654,0,GC,2018-Q2,E. gracile,Perciformes,Pecidae,Pecidae,gracile,Fish,Resident,Freshwater,Freshwater
0,NA,NA,3.036593327297654,0,GC,2018-Q2,Elateridae,Coleoptera,Elateridae,Elateridae,NA,Invertebrate,Resident,Freshwater,Freshwater
