biomass_mu,biomass_sd,biomass_n,biomass_etot,biomass_percent,site_code,collection_period,lowest_taxon,order,family,genus,species,guild,transient,transient_type,is_diadromous,annualrain,EA_order_mu,EA_order_sd,EA_species_mu,EA_species_sd,EA_transient_mu,EA_transient_sd
9.94692666666667e-4,NA,NA,2.592025138874115,0.03837511649669904,PD,2018-Q2,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.92219e-4,NA,NA,1.7641965136584237,0.056241977144736,WM,2020-Q2,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.91977e-4,NA,NA,26.77420606066168,0.00370497260591967,SF,2020-Q2,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
9.868526666666666e-4,NA,NA,0.4367017900873955,0.2259786172319494,SF,2018-Q3,Caenidae,Ephemeroptera,Caenidae,Caenidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.85215498986125e-4,0.00139330512052635,2,1.8603650776090976,0.05295818067345703,MR,2018-Q1,A. xenica,Cyprinodontiformes,Fundulidae,Fundulidae,xenica,Fish,Transient,Euryhaline,Euryhaline,72.85028986,23.535798577944632,18.478563126388707,NA,NA,NA,NA
9.666506666666666e-4,NA,NA,4.0391623168466415,0.02393195892710068,EM,2018-Q2,Helophoridae,Coleoptera,Helophoridae,Helophoridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.64077e-4,NA,NA,3.1995700093047144,0.03013145507666199,AR,2020-Q2,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.593392528337846e-4,NA,1,0.01779139447279333,5.3921532362222075,TR,2019-Q4,F. grandis,Cyprinodontiformes,Fundulidae,Fundulidae,grandis,Fish,Transient,Euryhaline,Euryhaline,54.17231884,89.30229297481705,4.924157303493319,NA,NA,NA,NA
9.57829345345486e-4,NA,1,0.02517736270664609,3.804327548145648,MR,2019-Q1,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,72.85028986,23.535798577944632,18.478563126388707,NA,NA,NA,NA
9.504736666666666e-4,NA,NA,4.672556712237133,0.02034161862984853,MR,2018-Q2,Cladocera,Diplostraca,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.267746666666666e-4,NA,NA,2.1232961328519804,0.0436479232607953,TR,2018-Q2,Caenidae,Ephemeroptera,Caenidae,Caenidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.251649897229364e-4,NA,1,3.645075597207819,0.02538122914190383,EM,2020-Q2,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.2281333333333e-4,NA,NA,5.596569784802734,0.01648890961458558,PL,2018-Q1,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.17032e-4,NA,NA,13.980174320652647,0.00655951763523639,PL,2020-Q1,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.152626666666668e-4,NA,NA,8.157987312684167,0.01121922150140638,PL,2018-Q2,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.124099201585612e-4,NA,1,3.3932606641510783,0.02688888389265039,WM,2018-Q3,I. punctatus,Siluriformes,Ictaluridae,Ictaluridae,punctatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.069298079880736e-4,NA,1,2.438398685708099,0.03719366374759612,GC,2020-Q3,C. venusta,Cypriniformes,Leuciscidae,Leuciscidae,venusta,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.029503333333332e-4,NA,NA,2.0318143917617446,0.04444059147304314,WM,2017-Q4,Hydroptilidae,Trichoptera,Hydroptilidae,Hydroptilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
9.02443e-4,NA,NA,7.48511501187425,0.01205650145079108,MR,2020-Q2,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.987305963255639e-4,NA,1,7.46258388246063,0.01204315570157753,PD,2020-Q1,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,78.72898551,33.05444255102025,21.030842510540687,NA,NA,NA,NA
8.93047e-4,NA,NA,2.9836344061555415,0.02993151567623543,GC,2020-Q1,Heptageniidae,Ephemeroptera,Heptageniidae,Heptageniidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.92503e-4,NA,NA,4.926419072733781,0.01811666824975833,EM,2018-Q3,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.852993333333332e-4,NA,NA,4.0391623168466415,0.02191789445155259,EM,2018-Q2,Hydrophilidae,Coleoptera,Hydrophilidae,Hydrophilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.82579e-4,NA,NA,7.871395975711548,0.0112124838176524,TR,2020-Q3,Hyalellidae,Amphipoda,Hyalellidae,Hyalellidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.80838e-4,NA,NA,2.169890504261656,0.04059366121332103,MR,2020-Q3,Hydracarina,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.802765e-4,NA,NA,1.7512510066,0.05026558138624741,AR,2020-Q3,Gerridae,Hemiptera,Gerridae,Gerridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.78251e-4,NA,NA,2.592025138874115,0.03388281181491479,PD,2018-Q2,Veliidae,Hemiptera,Veliidae,Veliidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.76795450737895e-4,0.00123997601786056,2,1.7735833892121784,0.04943638151276132,WM,2018-Q1,L. humilis,Centrarchiformes,Centrarchidae,Centrarchidae,humilis,Fish,Resident,Freshwater,Freshwater,94.17101449,12.3333667019293,3.3096581852321885,NA,NA,NA,NA
8.732256666666667e-4,NA,NA,2.1232961328519804,0.04112594814995319,TR,2018-Q2,Nepidae,Hemiptera,Nepidae,Nepidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.732255e-4,NA,NA,2.169890504261656,0.0402428370595193,MR,2020-Q3,Hydrometridae,Hemiptera,Hydrometridae,Hydrometridae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
8.730096666666668e-4,NA,NA,4.972792065202841,0.01755572433393224,PD,2018-Q3,Baetidae,Ephemeroptera,Baetidae,Baetidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.722459597969919e-4,NA,1,1.2850494083636457,0.06787645316359403,GC,2020-Q2,N. texanus,Cypriniformes,Leuciscidae,Leuciscidae,texanus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.702414914776224e-4,NA,1,3.645075597207819,0.02387444288245324,EM,2020-Q2,C. venusta,Cypriniformes,Leuciscidae,Leuciscidae,venusta,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.699605e-4,NA,NA,3.870708470865875,0.02247548495444789,TR,2020-Q1,Tipulidae,Diptera,Tipulidae,Tipulidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.674763333333333e-4,NA,NA,3.582179190573409,0.02421644164580371,AR,2018-Q2,Stratiomyidae,Diptera,Stratiomyidae,Stratiomyidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.670256666666666e-4,NA,NA,4.972792065202841,0.01743538952158661,PD,2018-Q3,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.64275e-4,NA,NA,1.87492976,0.046096393499029,TR,2018-Q4,Pleidae,Hemiptera,Pleidae,Pleidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.61573e-4,NA,NA,7.519666833500109,0.01145759538390308,EM,2020-Q1,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.61573e-4,NA,NA,7.519666833500109,0.01145759538390308,EM,2020-Q1,Scirtidae,Coleoptera,Scirtidae,Scirtidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.615726666666668e-4,NA,NA,1.3670331173581214,0.06302500325169232,WM,2018-Q2,Curclionidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.603995e-4,NA,NA,3.011194832838267,0.02857335867533393,AR,2020-Q1,Simuliidae,Diptera,Simuliidae,Simuliidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.562516666666666e-4,NA,NA,12.85635382845681,0.00666014391087621,AR,2017-Q4,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
8.507329499893927e-4,NA,1,0.8330729737850254,0.10211985945530438,EM,2020-Q3,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.40325997774253e-4,NA,1,0.02517736270664609,3.3376251816574554,MR,2019-Q1,N. gyrinus,Siluriformes,Ictaluridae,Ictaluridae,gyrinus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.397225594378837e-4,NA,1,7.519666833500109,0.01116701814097561,EM,2020-Q1,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.380183952819021e-4,5.791499316370297e-5,2,1.6794175096433517,0.04989934846278143,PD,2018-Q1,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,78.72898551,33.05444255102025,21.030842510540687,NA,NA,NA,NA
8.305476666666667e-4,NA,NA,2.5978040263110693,0.03197114402220941,EM,2017-Q4,Dolichopodidae,Diptera,Dolichopodidae,Dolichopodidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.305476666666667e-4,NA,NA,4.672556712237133,0.01777501521793228,MR,2018-Q2,Pelecoryhnchidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.290805044866233e-4,0.00143600955733566,3,2.592025138874115,0.03198582035538231,PD,2018-Q2,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,78.72898551,33.05444255102025,21.030842510540687,NA,NA,NA,NA
8.224803333333333e-4,NA,NA,1.7735833892121784,0.04637393078532818,WM,2018-Q1,Corbiculidae,Bivalva,Corbiculidae,Corbiculidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.217005e-4,NA,NA,7.46258388246063,0.01101093820776004,PD,2020-Q1,Stratiomyidae,Diptera,Stratiomyidae,Stratiomyidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.194013333333332e-4,NA,NA,4.926419072733781,0.0166327980067402,EM,2018-Q3,Hirudinea,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.171186666666667e-4,NA,NA,2.0318143917617446,0.04021620626272658,WM,2017-Q4,Scirtidae,Coleoptera,Scirtidae,Scirtidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.042422540579194e-4,8.393034689210123e-4,2,0.8754173819282132,0.09186957794766172,AR,2020-Q4,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.002905e-4,NA,NA,1.7512510066,0.04569821784449617,AR,2020-Q3,Collembola,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
8.002261906625801e-4,8.604258666551445e-4,3,2.5978040263110693,0.03080394758641268,EM,2017-Q4,N. texanus,Cypriniformes,Leuciscidae,Leuciscidae,texanus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.98984e-4,NA,NA,2.438398685708099,0.0327667499446662,GC,2020-Q3,Pisidiidae,Veneroida,Pisidiidae,Pisidiidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.90721e-4,NA,NA,1.9524987044833153,0.04049790139088704,PD,2017-Q4,Mesoveliidae,Hemiptera,Mesoveliidae,Mesoveliidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.897749999999999e-4,NA,NA,4.0391623168466415,0.0195529403883074,EM,2018-Q2,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.895266666666667e-4,NA,NA,1.408237243681974,0.05606489035912529,MR,2017-Q4,Simuliidae,Diptera,Simuliidae,Simuliidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.849093333333334e-4,NA,NA,12.85635382845681,0.00610522504130199,AR,2017-Q4,Calopterygidae,Odonata,Calopterygidae,Calopterygidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.755899845424068e-4,NA,1,7.48511501187425,0.01036176442595771,MR,2020-Q2,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,72.85028986,23.535798577944632,18.478563126388707,NA,NA,NA,NA
7.749329215299166e-4,0.0013422231925476,3,3.0217598196283313,0.02564508656499481,GC,2017-Q4,L. microlophus,Centrarchiformes,Centrarchidae,Centrarchidae,microlophus,Fish,Resident,Freshwater,Freshwater,84.25101449,3.891743521734891,2.0018587878431737,NA,NA,NA,NA
7.747123333333334e-4,NA,NA,8.157987312684167,0.00949636599861829,PL,2018-Q2,Polycentropodidae,Trichoptera,Polycentropodidae,Polycentropodidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.717954491532264e-4,NA,1,1.2850494083636457,0.06005959336116221,GC,2020-Q2,F. grandis,Cyprinodontiformes,Fundulidae,Fundulidae,grandis,Fish,Transient,Euryhaline,Euryhaline,84.25101449,7.727720672917972,4.723674949166822,NA,NA,NA,NA
7.713044473094168e-4,NA,1,3.3932606641510783,0.02273048031523333,WM,2018-Q3,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,94.17101449,14.077979411795988,8.447742003465914,NA,NA,NA,NA
7.707023119477059e-4,NA,1,2.044451918120834,0.03769725788690105,MR,2018-Q3,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,72.85028986,23.535798577944632,18.478563126388707,NA,NA,NA,NA
7.649063431533925e-4,8.150784658650539e-4,2,4.672556712237133,0.01637018853404498,MR,2018-Q2,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,72.85028986,23.535798577944632,18.478563126388707,NA,NA,NA,NA
7.63791e-4,NA,NA,0.8330729737850254,0.09168356482983164,EM,2020-Q3,Leptoceridae,Trichoptera,Leptoceridae,Leptoceridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.602966666666666e-4,NA,NA,12.85635382845681,0.00591378144076739,AR,2017-Q4,Hydroptilidae,Trichoptera,Hydroptilidae,Hydroptilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.601687517393614e-4,NA,1,2.299017947325849,0.0330649333391924,GC,2019-Q4,G. affinis,Cyprinodontiformes,Poeciliidae,Poeciliidae,affinis,Fish,Resident,Freshwater,Freshwater,84.25101449,7.727720672917972,4.723674949166822,NA,NA,NA,NA
7.597676666666666e-4,NA,NA,1.5207030170240226,0.04996160710942184,SF,2018-Q2,Gerridae,Hemiptera,Gerridae,Gerridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.596343333333334e-4,NA,NA,1.9524987044833153,0.03890575351415423,PD,2017-Q4,Heptageniidae,Ephemeroptera,Heptageniidae,Heptageniidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.53876e-4,NA,NA,3.2817031695614594,0.02297209592239696,MR,2020-Q1,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.491565e-4,NA,NA,2.169890504261656,0.03452508311035325,MR,2020-Q3,Gerridae,Hemiptera,Gerridae,Gerridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.475326666666667e-4,NA,NA,2.994482600324891,0.02496366706507367,SF,2018-Q1,Calopterygidae,Odonata,Calopterygidae,Calopterygidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.4602e-4,NA,NA,3.529430249,0.02113712263364239,PD,2018-Q4,Scirtidae,Coleoptera,Scirtidae,Scirtidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.38128e-4,NA,NA,7.005587403496204,0.01053627565379643,PL,2020-Q2,Ostracoda,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.370773333333333e-4,NA,NA,4.926419072733781,0.01496172620418815,EM,2018-Q3,Scirtidae,Coleoptera,Scirtidae,Scirtidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.317816666666667e-4,NA,NA,4.4858650086247795,0.01631305590470737,AR,2018-Q1,Hydrophilidae,Coleoptera,Hydrophilidae,Hydrophilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.245276666666667e-4,NA,NA,2.1232961328519804,0.03412277992959426,TR,2018-Q2,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
7.228183333333333e-4,NA,NA,8.157987312684167,0.00886025321723023,PL,2018-Q2,Veliidae,Hemiptera,Veliidae,Veliidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.213305e-4,NA,NA,13.980174320652647,0.00515966742227521,PL,2020-Q1,Leptohyphidae,Ephemeroptera,Leptohyphidae,Leptohyphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.179773333333333e-4,NA,NA,4.926419072733781,0.01457402065746127,EM,2018-Q3,Hydrophilidae,Coleoptera,Hydrophilidae,Hydrophilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.179773333333333e-4,NA,NA,4.5597516275075884,0.01574597460532708,GC,2018-Q1,Hydraenidae,Coleoptera,Hydraenidae,Hydraenidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.179773333333333e-4,NA,NA,3.036593327297654,0.02364417147594408,GC,2018-Q2,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.179773333333333e-4,NA,NA,4.672556712237133,0.01536583454306709,MR,2018-Q2,Haliplidae,Coleoptera,Haliplidae,Haliplidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.14240105730925e-4,0.00101008804431546,2,1.7735833892121784,0.04027101911730176,WM,2018-Q1,L. marginatus,Centrarchiformes,Centrarchidae,Centrarchidae,marginatus,Fish,Resident,Freshwater,Freshwater,94.17101449,12.3333667019293,3.3096581852321885,NA,NA,NA,NA
7.114243333333333e-4,NA,NA,4.4858650086247795,0.01585924525070434,AR,2018-Q1,Psychomyiidae,Trichoptera,Psychomyiidae,Psychomyiidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.101173602207567e-4,0.00122995934723904,3,2.0318143917617446,0.03494991290051,WM,2017-Q4,A. sayanus,Percopsiformes,Aphredoderidae,Aphredoderidae,sayanus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.079313333333333e-4,NA,NA,1.5207030170240226,0.0465528985875715,SF,2018-Q2,Hydropsychidae,Trichoptera,Hydropsychidae,Hydropsychidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
7.078698075618569e-4,NA,1,0.9453995710264496,0.07487519872611119,MR,2020-Q4,L. gulosus,Centrarchiformes,Centrarchidae,Centrarchidae,gulosus,Fish,Resident,Freshwater,Freshwater,72.85028986,5.747324425174828,3.6786667358468,NA,NA,NA,NA
7.060038622531467e-4,0.0012228345597623,3,2.5978040263110693,0.02717694849582959,EM,2017-Q4,L. humilis,Centrarchiformes,Centrarchidae,Centrarchidae,humilis,Fish,Resident,Freshwater,Freshwater,95.02463768,23.19081847334015,3.7540491011616943,NA,NA,NA,NA
0.00070090250000000005,NA,NA,7.871395975711548,0.00890442435068375,TR,2020-Q3,Anthicidae,Coleoptera,Anthicidae,Anthicidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.978573333333333e-4,NA,NA,1.8603650776090976,0.03751184870822264,MR,2018-Q1,Leptophlebiidae,Ephemeroptera,Leptophlebiidae,Leptophlebiidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.894815e-4,NA,NA,7.46258388246063,0.00923917922879894,PD,2020-Q1,Corixidae,Hemiptera,Corixidae,Corixidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.894815e-4,NA,NA,5.971753202350776,0.01154571323758969,PL,2020-Q3,Corixidae,Hemiptera,Corixidae,Corixidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.876786666666666e-4,NA,NA,5.068304016927193,0.0135682205402428,AR,2018-Q3,Gerridae,Hemiptera,Gerridae,Gerridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.872805e-4,NA,NA,13.980174320652647,0.00491610822752541,PL,2020-Q1,Hydracarina,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.8601e-4,NA,NA,4.4858650086247795,0.01529270271577584,AR,2018-Q1,Crambidae,Lepidoptera,Crambidae,Crambidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.853413697594533e-4,0.00118704607295222,3,2.0318143917617446,0.03373051064793413,WM,2017-Q4,N. gyrinus,Siluriformes,Ictaluridae,Ictaluridae,gyrinus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.832443333333334e-4,NA,NA,4.5597516275075884,0.01498424451918672,GC,2018-Q1,Collembola,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.820156666666666e-4,NA,NA,2.5978040263110693,0.02625354567777546,EM,2017-Q4,Pisidiidae,Veneroida,Pisidiidae,Pisidiidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.795146140175148e-4,NA,1,0.08124409591445989,0.8363864553714286,PD,2019-Q1,L. auritus,Centrarchiformes,Centrarchidae,Centrarchidae,auritus,Fish,Resident,Freshwater,Freshwater,78.72898551,12.994807195521693,6.103731118172829,NA,NA,NA,NA
6.77208e-4,NA,NA,1.6794175096433517,0.0403239811489053,PD,2018-Q1,Leptoceridae,Trichoptera,Leptoceridae,Leptoceridae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.755076666666667e-4,NA,NA,8.157987312684167,0.00828032259398561,PL,2018-Q2,Corxidae,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.753643333333333e-4,NA,NA,3.0217598196283313,0.02235003354490302,GC,2017-Q4,Leptophlebiidae,Ephemeroptera,Leptophlebiidae,Leptophlebiidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.686130000000001e-4,NA,NA,4.926419072733781,0.01357198789076974,EM,2018-Q3,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
6.661931435098957e-4,NA,1,7.391460931220852,0.00901301041443589,EM,2020-Q4,E. gracile,Perciformes,Pecidae,Pecidae,gracile,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.65847e-4,NA,NA,1.7512510066,0.03802122011582574,AR,2020-Q3,Tabanidae,Diptera,Tabanidae,Tabanidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
6.60825e-4,NA,NA,1.7796239544985792,0.03713284474113475,WM,2020-Q3,Hydroptilidae,Trichoptera,Hydroptilidae,Hydroptilidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.527673333333333e-4,NA,NA,2.1232961328519804,0.03074311318301822,TR,2018-Q2,Dytiscidae,Coleoptera,Dytiscidae,Dytiscidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
6.500796666666667e-4,NA,NA,4.0391623168466415,0.01609441799244605,EM,2018-Q2,Ceratopogonidae,Diptera,Ceratopogonidae,Ceratopogonidae,NA,Invertebrate,Transient,Euryhaline,Euryhaline,NA,NA,NA,NA,NA,NA,NA
